album_type,artists,external_urls,href,id,images,name,release_date,release_date_precision,total_tracks,type,uri,album_group,is_playable
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/07PdYoE4jVRF6Ut40GgVSP""}, ""href"": ""https://api.spotify.com/v1/artists/07PdYoE4jVRF6Ut40GgVSP"", ""id"": ""07PdYoE4jVRF6Ut40GgVSP"", ""name"": ""Cartel De Santa"", ""type"": ""artist"", ""uri"": ""spotify:artist:07PdYoE4jVRF6Ut40GgVSP""}]","{""spotify"": ""https://open.spotify.com/album/1YC7xdhB97jSwGkHllnBsn""}",https://api.spotify.com/v1/albums/1YC7xdhB97jSwGkHllnBsn,1YC7xdhB97jSwGkHllnBsn,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2731272228d988cb6384d8aeb6e"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e021272228d988cb6384d8aeb6e"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048511272228d988cb6384d8aeb6e"", ""width"": 64}]",Piensa en Mi,2023-01-13,day,1,album,spotify:album:1YC7xdhB97jSwGkHllnBsn,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4Hzj6dfl1y5x5TzCSsvLB6""}, ""href"": ""https://api.spotify.com/v1/artists/4Hzj6dfl1y5x5TzCSsvLB6"", ""id"": ""4Hzj6dfl1y5x5TzCSsvLB6"", ""name"": ""Remik Gonzalez"", ""type"": ""artist"", ""uri"": ""spotify:artist:4Hzj6dfl1y5x5TzCSsvLB6""}]","{""spotify"": ""https://open.spotify.com/album/1YCzaQIcLj9M0d1G7dKTDu""}",https://api.spotify.com/v1/albums/1YCzaQIcLj9M0d1G7dKTDu,1YCzaQIcLj9M0d1G7dKTDu,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273df36d58c0f5ebc6a5fb9f796"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02df36d58c0f5ebc6a5fb9f796"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851df36d58c0f5ebc6a5fb9f796"", ""width"": 64}]",Piratas Sin Barco,2018-11-30,day,1,album,spotify:album:1YCzaQIcLj9M0d1G7dKTDu,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4QFG9KrGWEbr6hNA58CAqE""}, ""href"": ""https://api.spotify.com/v1/artists/4QFG9KrGWEbr6hNA58CAqE"", ""id"": ""4QFG9KrGWEbr6hNA58CAqE"", ""name"": ""Aleman"", ""type"": ""artist"", ""uri"": ""spotify:artist:4QFG9KrGWEbr6hNA58CAqE""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2UZIAOlrnyZmyzt1nuXr9y""}, ""href"": ""https://api.spotify.com/v1/artists/2UZIAOlrnyZmyzt1nuXr9y"", ""id"": ""2UZIAOlrnyZmyzt1nuXr9y"", ""name"": ""Nicki Nicole"", ""type"": ""artist"", ""uri"": ""spotify:artist:2UZIAOlrnyZmyzt1nuXr9y""}]","{""spotify"": ""https://open.spotify.com/album/1YH8ILbFvKc6NK5iyblISg""}",https://api.spotify.com/v1/albums/1YH8ILbFvKc6NK5iyblISg,1YH8ILbFvKc6NK5iyblISg,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273f6624854a5c1fdddc0812396"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02f6624854a5c1fdddc0812396"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851f6624854a5c1fdddc0812396"", ""width"": 64}]",Grillz,2022-11-04,day,1,album,spotify:album:1YH8ILbFvKc6NK5iyblISg,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP""}, ""href"": ""https://api.spotify.com/v1/artists/0QHgL1lAIqAw0HtD7YldmP"", ""id"": ""0QHgL1lAIqAw0HtD7YldmP"", ""name"": ""DJ Khaled"", ""type"": ""artist"", ""uri"": ""spotify:artist:0QHgL1lAIqAw0HtD7YldmP""}]","{""spotify"": ""https://open.spotify.com/album/1YgX8BWKleDlDeCOFklRfz""}",https://api.spotify.com/v1/albums/1YgX8BWKleDlDeCOFklRfz,1YgX8BWKleDlDeCOFklRfz,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273fa2741071b31bb94cb4232ae"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02fa2741071b31bb94cb4232ae"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851fa2741071b31bb94cb4232ae"", ""width"": 64}]",Father Of Asahd,2019-05-17,day,15,album,spotify:album:1YgX8BWKleDlDeCOFklRfz,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6DjBv6gyR1HLsvwGUOD5V9""}, ""href"": ""https://api.spotify.com/v1/artists/6DjBv6gyR1HLsvwGUOD5V9"", ""id"": ""6DjBv6gyR1HLsvwGUOD5V9"", ""name"": ""TREN LOKOTE"", ""type"": ""artist"", ""uri"": ""spotify:artist:6DjBv6gyR1HLsvwGUOD5V9""}]","{""spotify"": ""https://open.spotify.com/album/1YsMsdZg7RB9eYHhW8fi3h""}",https://api.spotify.com/v1/albums/1YsMsdZg7RB9eYHhW8fi3h,1YsMsdZg7RB9eYHhW8fi3h,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273e28f5a69aee1655f389318c2"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02e28f5a69aee1655f389318c2"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851e28f5a69aee1655f389318c2"", ""width"": 64}]",Cementerio De Raperos,2017-02-07,day,18,album,spotify:album:1YsMsdZg7RB9eYHhW8fi3h,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1FCItwxfRieMGhR0eRxotU""}, ""href"": ""https://api.spotify.com/v1/artists/1FCItwxfRieMGhR0eRxotU"", ""id"": ""1FCItwxfRieMGhR0eRxotU"", ""name"": ""Rich Vagos"", ""type"": ""artist"", ""uri"": ""spotify:artist:1FCItwxfRieMGhR0eRxotU""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/31opIYTivWACiXXzX2khlj""}, ""href"": ""https://api.spotify.com/v1/artists/31opIYTivWACiXXzX2khlj"", ""id"": ""31opIYTivWACiXXzX2khlj"", ""name"": ""Denilson"", ""type"": ""artist"", ""uri"": ""spotify:artist:31opIYTivWACiXXzX2khlj""}]","{""spotify"": ""https://open.spotify.com/album/1YuRddYu0QNUCADMaV6d7l""}",https://api.spotify.com/v1/albums/1YuRddYu0QNUCADMaV6d7l,1YuRddYu0QNUCADMaV6d7l,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2730d4f0922f5b838c718913eb4"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e020d4f0922f5b838c718913eb4"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048510d4f0922f5b838c718913eb4"", ""width"": 64}]",Paris,2020-04-03,day,1,album,spotify:album:1YuRddYu0QNUCADMaV6d7l,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1g7oLorgcMEQnwkwa8gfO2""}, ""href"": ""https://api.spotify.com/v1/artists/1g7oLorgcMEQnwkwa8gfO2"", ""id"": ""1g7oLorgcMEQnwkwa8gfO2"", ""name"": ""Robless"", ""type"": ""artist"", ""uri"": ""spotify:artist:1g7oLorgcMEQnwkwa8gfO2""}]","{""spotify"": ""https://open.spotify.com/album/1bWnSxZjw7ZqUrmBxGmbAu""}",https://api.spotify.com/v1/albums/1bWnSxZjw7ZqUrmBxGmbAu,1bWnSxZjw7ZqUrmBxGmbAu,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2737f72ad00445dae0ac0b75d97"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e027f72ad00445dae0ac0b75d97"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048517f72ad00445dae0ac0b75d97"", ""width"": 64}]",San Anddress,2018-02-10,day,10,album,spotify:album:1bWnSxZjw7ZqUrmBxGmbAu,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6O2zJ0tId7g07yzHtX0yap""}, ""href"": ""https://api.spotify.com/v1/artists/6O2zJ0tId7g07yzHtX0yap"", ""id"": ""6O2zJ0tId7g07yzHtX0yap"", ""name"": ""Mobb Deep"", ""type"": ""artist"", ""uri"": ""spotify:artist:6O2zJ0tId7g07yzHtX0yap""}]","{""spotify"": ""https://open.spotify.com/album/1cCAb1vN8uUsdfEylVmTLs""}",https://api.spotify.com/v1/albums/1cCAb1vN8uUsdfEylVmTLs,1cCAb1vN8uUsdfEylVmTLs,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273a2203fa0656cede30f879b97"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02a2203fa0656cede30f879b97"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851a2203fa0656cede30f879b97"", ""width"": 64}]",The Infamous,1995-04-25,day,16,album,spotify:album:1cCAb1vN8uUsdfEylVmTLs,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4Wlp84jGRHIM9ODWlFxJV8""}, ""href"": ""https://api.spotify.com/v1/artists/4Wlp84jGRHIM9ODWlFxJV8"", ""id"": ""4Wlp84jGRHIM9ODWlFxJV8"", ""name"": ""Portos Mxm"", ""type"": ""artist"", ""uri"": ""spotify:artist:4Wlp84jGRHIM9ODWlFxJV8""}]","{""spotify"": ""https://open.spotify.com/album/1cTm1BcUmy4l0gcOhacRy0""}",https://api.spotify.com/v1/albums/1cTm1BcUmy4l0gcOhacRy0,1cTm1BcUmy4l0gcOhacRy0,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273270059673480ccaae73e635b"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02270059673480ccaae73e635b"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851270059673480ccaae73e635b"", ""width"": 64}]",Sobreviviendo,2016-01-14,day,14,album,spotify:album:1cTm1BcUmy4l0gcOhacRy0,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/3H1jLGJzOPn3WbEv6fvJ3M""}, ""href"": ""https://api.spotify.com/v1/artists/3H1jLGJzOPn3WbEv6fvJ3M"", ""id"": ""3H1jLGJzOPn3WbEv6fvJ3M"", ""name"": ""Palmasur"", ""type"": ""artist"", ""uri"": ""spotify:artist:3H1jLGJzOPn3WbEv6fvJ3M""}]","{""spotify"": ""https://open.spotify.com/album/1cmxAJZi1MzXbG9BeVWBTf""}",https://api.spotify.com/v1/albums/1cmxAJZi1MzXbG9BeVWBTf,1cmxAJZi1MzXbG9BeVWBTf,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273da7a398bd722be1c889ffff5"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02da7a398bd722be1c889ffff5"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851da7a398bd722be1c889ffff5"", ""width"": 64}]",Lo-fi Mañana en CDMX,2020-09-22,day,1,album,spotify:album:1cmxAJZi1MzXbG9BeVWBTf,single,1
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1FCItwxfRieMGhR0eRxotU""}, ""href"": ""https://api.spotify.com/v1/artists/1FCItwxfRieMGhR0eRxotU"", ""id"": ""1FCItwxfRieMGhR0eRxotU"", ""name"": ""Rich Vagos"", ""type"": ""artist"", ""uri"": ""spotify:artist:1FCItwxfRieMGhR0eRxotU""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2hejA1Dkf8v8R0koF44FvW""}, ""href"": ""https://api.spotify.com/v1/artists/2hejA1Dkf8v8R0koF44FvW"", ""id"": ""2hejA1Dkf8v8R0koF44FvW"", ""name"": ""Gera MX"", ""type"": ""artist"", ""uri"": ""spotify:artist:2hejA1Dkf8v8R0koF44FvW""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/5hWRNIwMHTJ09SjdOVoEwl""}, ""href"": ""https://api.spotify.com/v1/artists/5hWRNIwMHTJ09SjdOVoEwl"", ""id"": ""5hWRNIwMHTJ09SjdOVoEwl"", ""name"": ""Opium G"", ""type"": ""artist"", ""uri"": ""spotify:artist:5hWRNIwMHTJ09SjdOVoEwl""}]","{""spotify"": ""https://open.spotify.com/album/1d7B2L3w06kkI7Y8WXNYkx""}",https://api.spotify.com/v1/albums/1d7B2L3w06kkI7Y8WXNYkx,1d7B2L3w06kkI7Y8WXNYkx,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273b3b757d6a2e5680bbd767704"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02b3b757d6a2e5680bbd767704"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851b3b757d6a2e5680bbd767704"", ""width"": 64}]",A 120,2021-10-22,day,1,album,spotify:album:1d7B2L3w06kkI7Y8WXNYkx,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/6viAheLq9WpiZXRDCvHt7l""}, ""href"": ""https://api.spotify.com/v1/artists/6viAheLq9WpiZXRDCvHt7l"", ""id"": ""6viAheLq9WpiZXRDCvHt7l"", ""name"": ""Chingo Bling, DJ Taco"", ""type"": ""artist"", ""uri"": ""spotify:artist:6viAheLq9WpiZXRDCvHt7l""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/7uWSNqvFk0TnPO9zKbzLI5""}, ""href"": ""https://api.spotify.com/v1/artists/7uWSNqvFk0TnPO9zKbzLI5"", ""id"": ""7uWSNqvFk0TnPO9zKbzLI5"", ""name"": ""Chingo Bling"", ""type"": ""artist"", ""uri"": ""spotify:artist:7uWSNqvFk0TnPO9zKbzLI5""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1n5zmcIuqHceJQMbbfOECb""}, ""href"": ""https://api.spotify.com/v1/artists/1n5zmcIuqHceJQMbbfOECb"", ""id"": ""1n5zmcIuqHceJQMbbfOECb"", ""name"": ""Dj Taco"", ""type"": ""artist"", ""uri"": ""spotify:artist:1n5zmcIuqHceJQMbbfOECb""}]","{""spotify"": ""https://open.spotify.com/album/1dSox6rWqipJxNcxdjx9Uq""}",https://api.spotify.com/v1/albums/1dSox6rWqipJxNcxdjx9Uq,1dSox6rWqipJxNcxdjx9Uq,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b273037fe567777a055d55e7b858"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e02037fe567777a055d55e7b858"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d00004851037fe567777a055d55e7b858"", ""width"": 64}]",Dirty Horchata,2016-03-23,day,18,album,spotify:album:1dSox6rWqipJxNcxdjx9Uq,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/1cUpGtXcSQsovNYEZOQgOG""}, ""href"": ""https://api.spotify.com/v1/artists/1cUpGtXcSQsovNYEZOQgOG"", ""id"": ""1cUpGtXcSQsovNYEZOQgOG"", ""name"": ""Nanpa Básico"", ""type"": ""artist"", ""uri"": ""spotify:artist:1cUpGtXcSQsovNYEZOQgOG""}, {""external_urls"": {""spotify"": ""https://open.spotify.com/artist/2hejA1Dkf8v8R0koF44FvW""}, ""href"": ""https://api.spotify.com/v1/artists/2hejA1Dkf8v8R0koF44FvW"", ""id"": ""2hejA1Dkf8v8R0koF44FvW"", ""name"": ""Gera MX"", ""type"": ""artist"", ""uri"": ""spotify:artist:2hejA1Dkf8v8R0koF44FvW""}]","{""spotify"": ""https://open.spotify.com/album/1dWLpH4Z7QFzSTyjEM5WIi""}",https://api.spotify.com/v1/albums/1dWLpH4Z7QFzSTyjEM5WIi,1dWLpH4Z7QFzSTyjEM5WIi,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2739821bead3d64618d831ad1a9"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e029821bead3d64618d831ad1a9"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048519821bead3d64618d831ad1a9"", ""width"": 64}]",Lejos de Ti,2022-08-12,day,1,album,spotify:album:1dWLpH4Z7QFzSTyjEM5WIi,,
single,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/4Hzj6dfl1y5x5TzCSsvLB6""}, ""href"": ""https://api.spotify.com/v1/artists/4Hzj6dfl1y5x5TzCSsvLB6"", ""id"": ""4Hzj6dfl1y5x5TzCSsvLB6"", ""name"": ""Remik Gonzalez"", ""type"": ""artist"", ""uri"": ""spotify:artist:4Hzj6dfl1y5x5TzCSsvLB6""}]","{""spotify"": ""https://open.spotify.com/album/1eWMXDUkLhY6mxjEuzkl6r""}",https://api.spotify.com/v1/albums/1eWMXDUkLhY6mxjEuzkl6r,1eWMXDUkLhY6mxjEuzkl6r,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b2738b8c180f7d7c46feee7e16af"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e028b8c180f7d7c46feee7e16af"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d000048518b8c180f7d7c46feee7e16af"", ""width"": 64}]",Aunque el Terre Este Caliente,2018-09-19,day,1,album,spotify:album:1eWMXDUkLhY6mxjEuzkl6r,,
album,"[{""external_urls"": {""spotify"": ""https://open.spotify.com/artist/0DjAjUeZwSixK0dRwplBXb""}, ""href"": ""https://api.spotify.com/v1/artists/0DjAjUeZwSixK0dRwplBXb"", ""id"": ""0DjAjUeZwSixK0dRwplBXb"", ""name"": ""Alta Consigna"", ""type"": ""artist"", ""uri"": ""spotify:artist:0DjAjUeZwSixK0dRwplBXb""}]","{""spotify"": ""https://open.spotify.com/album/1fovMxvYso6MyMdxVrATDC""}",https://api.spotify.com/v1/albums/1fovMxvYso6MyMdxVrATDC,1fovMxvYso6MyMdxVrATDC,"[{""height"": 640, ""url"": ""https://i.scdn.co/image/ab67616d0000b27388200be8763c9b28771fd542"", ""width"": 640}, {""height"": 300, ""url"": ""https://i.scdn.co/image/ab67616d00001e0288200be8763c9b28771fd542"", ""width"": 300}, {""height"": 64, ""url"": ""https://i.scdn.co/image/ab67616d0000485188200be8763c9b28771fd542"", ""width"": 64}]",Culpable Tú,2023-04-02,day,10,album,spotify:album:1fovMxvYso6MyMdxVrATDC,album,
